"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","search returns results from repository","test/src/features/search/logic/location_search_controller_test.dart","2026-04-01","passed","2026-04-01","","LocationSearchController","",""
"","5","does not call initialize() on passwordRecovery event","test/src/features/notification/notification_initializer_test.dart","2026-04-01","passed","2026-04-01","","notificationInitializerProvider","",""
"","4","serializes to JSON and back","test/src/data/models/partner_application_test.dart","2026-04-01","passed","2026-04-01","","PartnerApplication","",""
"","4","returns empty list when no purchases","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getMyPurchaseHistory","EventRepository Queries","",""
"","376","인포 버튼 탭 → 환불 정책 상세 바텀시트 + 3행 표시","test/src/features/event/detail/event_refund_policy_section_test.dart","2026-04-01","passed","2026-04-01","","_RefundPolicySection","",""
"","5","payment-cancel success has expected fields","test/contract/contract_test.dart","2026-04-01","passed","2026-04-01","","Contract: Edge Function response shapes","",""
"","6","serializes to JSON and back","test/src/data/models/party_entry_group_test.dart","2026-04-01","passed","2026-04-01","","EntryGroupTemplate","",""
"","52","pushEventDetail pushes correct route","test/src/features/event/logic/event_coordinator_test.dart","2026-04-01","passed","2026-04-01","","EventCoordinator","",""
"","86","(setUpAll)","test/src/data/repositories/checkin_repository_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","4","uses default error message when errorMsg is null","test/src/features/iamport/logic/iamport_controller_test.dart","2026-04-01","passed","2026-04-01","onCertificationResult","IamportController","",""
"","57","비로그인: /purchase-history 접근 시 LoginPage로 리다이렉트","test/integration/auth_redirect_test.dart","2026-04-01","passed","2026-04-01","","Auth Redirect Flow","",""
"","5","throws when applyEvent RPC fails for new application","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrder","EventRepository Commands","",""
"","145","차단 목록 tap → BlockedPartnersPage (Navigator.push)","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","MyPage 메뉴 탭","",""
"","48","renders prefix and suffix icons","test/src/ui/widgets/common/minglit_text_field_test.dart","2026-04-01","passed","2026-04-01","","MinglitTextField","",""
"","71","does not render profile icon (person_outline)","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is logged in with avatar","HomePage AppBar - Auth-aware widgets","",""
"","29","text variant defaults to expand=false","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","619","renders title only","test/ui/widgets/common/minglit_list_tile_test.dart","2026-04-01","passed","2026-04-01","","MinglitListTile","",""
"","3","throws on RPC error","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getPersonalizedRecommendations","EventRepository Queries","",""
"","4","creates from JSON with minimal fields","test/src/data/models/party_entry_group_test.dart","2026-04-01","passed","2026-04-01","","EntryGroupTemplate","",""
"","23","verifies and sets success state on successful certification","test/src/features/iamport/logic/iamport_controller_test.dart","2026-04-01","passed","2026-04-01","onCertificationResult","IamportController","",""
"","104","renders search icon","test/src/features/home/home_page_app_bar_test.dart","2026-04-01","passed","2026-04-01","when user is logged in with avatar","HomePage AppBar - Auth-aware widgets","",""
"","4","parses failed certification result","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","fromJson","IamportResultModel","",""
"","24","(setUpAll)","test/src/logic/providers/event_feed_provider_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","94","/explore/curation 접근 시 홈으로 리다이렉트","test/integration/edge_cases_test.dart","2026-04-01","passed","2026-04-01","","Edge Cases","",""
"","6","calls apply_event RPC and returns application ID","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","applyEvent","EventRepository Commands","",""
"","82","wraps content in RefreshIndicator for pull-to-refresh","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","HomePage","",""
"","32","renders with title and handle together","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","MinglitBottomSheet","",""
"","23","still renders child widget even when staffGuard has data","test/src/features/auth/ui/staff_guard_wrapper_test.dart","2026-04-01","passed","2026-04-01","","StaffGuardWrapper","",""
"","3","만 나이 계산","test/minglit_kit_test.dart","2026-04-01","passed","2026-04-01","","AgeUtil","",""
"","4","throws on db error","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getPartnerSettlementInfo","SettlementRepository","",""
"","52","payment submitting → buttons disabled + spinner","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","EventApplicationWizardPage","",""
"","72","returns list of events when repository returns data","test/src/logic/providers/event_feed_provider_test.dart","2026-04-01","passed","2026-04-01","","fetchEventFeedProvider","",""
"","5","calls repository with correct eventId and userId","test/src/features/event/logic/event_my_application_provider_test.dart","2026-04-01","passed","2026-04-01","","eventMyApplicationProvider","",""
"","21","verified user with eligibilityEnabled: true sees filtered events","test/src/features/explore/providers/explore_state_provider_test.dart","2026-04-01","passed","2026-04-01","","filteredEventsProvider — eligibility filter with verification check","",""
"","158","tapping location tile opens location settings","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","3","returns empty list when no events today","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getTodayEvents","EventRepository","",""
"","6","State is qualificationRequired when qualification is missing","test/src/features/event/admission/event_admission_controller_test.dart","2026-04-01","passed","2026-04-01","","EventAdmissionController","",""
"","4","RESULTS: myMatchesProvider 결과 존재","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","4","wraps SocketException into network error","test/src/utils/exceptions_test.dart","2026-04-01","passed","2026-04-01","","MinglitException.from","",""
"","22","initial state has no active filters","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ExploreFilters","",""
"","66","shows granted and pending permission sections","test/src/features/permission/app_permission_settings_screen_test.dart","2026-04-01","passed","2026-04-01","","AppPermissionSettingsScreen","",""
"","2","partner profile fields are excluded from JSON","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchPair","",""
"","2","returns empty list when no events today","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getTodayEvents","EventRepository Queries","",""
"","47","returns null when no application exists","test/src/data/repositories/partner_application_repository_test.dart","2026-04-01","passed","2026-04-01","getMyApplication","PartnerApplicationRepository","",""
"","5","State is identityRequired when user is not verified","test/src/features/event/admission/event_admission_controller_test.dart","2026-04-01","passed","2026-04-01","","EventAdmissionController","",""
"","2","female gender only","test/src/data/models/event_test.dart","2026-04-01","passed","2026-04-01","","Event conditionSummaries","",""
"","6","parses all status values","test/src/data/models/verification_submission_test.dart","2026-04-01","passed","2026-04-01","","VerificationSubmission","",""
"","32","renders custom title","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","4","goToEventDetail navigates to correct route","test/src/features/event/logic/event_coordinator_test.dart","2026-04-01","passed","2026-04-01","","EventCoordinator","",""
"","28","throws MinglitUserException on EF error","test/src/data/repositories/account_repository_test.dart","2026-04-01","passed","2026-04-01","deleteAccount","AccountRepository","",""
"","3","JSON contains expected keys","test/src/data/models/matching_test.dart","2026-04-01","passed","2026-04-01","","MatchRule","",""
"","41","returns match rules for event","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","getMatchRules","MatchingRepository","",""
"","4","succeeds without reason","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","cancelPayment","EventRepository Commands","",""
"","3","from이 //로 시작하면 홈(/)으로 이동한다","test/src/features/consent/logic/consent_coordinator_test.dart","2026-04-01","passed","2026-04-01","","completeSignup","",""
"","3","creates from JSON without visibility defaults to public","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","31","renders with different colors","test/src/ui/widgets/common/minglit_tag_test.dart","2026-04-01","passed","2026-04-01","","MinglitTag","",""
"","7","returns null on error","test/src/data/repositories/user_repository_test.dart","2026-04-01","passed","2026-04-01","getUserProfile","SupabaseUserRepository","",""
"","9","throws on error","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","cancelOrder","EventRepository Commands","",""
"","40","widget pumps without errors","test/src/features/event/detail/open_in_app_dialog_test.dart","2026-04-01","passed","2026-04-01","","OpenInAppBanner","",""
"","4","calls partner-review-submission EF when isPartner is true","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","submitComment with isPartner","VerificationRepository (command)","",""
"","3","throws on network error","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","deleteVerification","VerificationRepository (command)","",""
"","31","does not render trailing when null","test/src/ui/widgets/common/minglit_section_test.dart","2026-04-01","passed","2026-04-01","","MinglitSection","",""
"","87","creates from provider with GoRouter","test/src/features/home/logic/home_coordinator_test.dart","2026-04-01","passed","2026-04-01","","HomeCoordinator","",""
"","3","parses all interaction types","test/src/data/models/social_interaction_test.dart","2026-04-01","passed","2026-04-01","","SocialInteraction","",""
"","3","Korean age is always 1 more than Man age","test/src/utils/age_util_test.dart","2026-04-01","passed","2026-04-01","calculateManAge","AgeUtil","",""
"","5","throws MinglitUserException on error response","test/src/data/repositories/verification_command_repository_test.dart","2026-04-01","passed","2026-04-01","restoreVerification","VerificationRepository (command)","",""
"","83","Phase 5: star tapping updates rating","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","3","inequality with different values","test/src/data/models/ticket_token_test.dart","2026-04-01","passed","2026-04-01","","TicketToken","",""
"","248","opens a modal bottom sheet","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","showMinglitBottomSheet","",""
"","6","upcoming sorted ascending (nearest first)","test/src/features/my_tickets/logic/my_tickets_controller_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsController","",""
"","23","returns candidates from repository","test/src/features/event/matching/matching_vote_controller_test.dart","2026-04-01","passed","2026-04-01","","matchCandidates","",""
"","169","사유 선택 후 다음을 누르면 coordinator로 reason이 전달된다","test/src/features/account_deletion/ui/deletion_reason_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","51","정상 → SwitchListTile 2개 (서비스/마케팅)","test/integration/flow_my_page_test.dart","2026-04-01","passed","2026-04-01","","NotificationSettingsScreen","",""
"","4","build() returns User when verifyStaffStatus() returns a user (is staff)","test/src/features/auth/staff_guard_test.dart","2026-04-01","passed","2026-04-01","","StaffGuard","",""
"","156","notEligible → 사유 텍스트 (disabled)","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 렌더링 (8가지 상태)","",""
